NC;L2;202602;RL.2;319077;20182;135,12;1376,5;0;7;342,27;17,53
NC;L1;202602;2.0TD;080425;1454;74,92;210,94;0;4,13;97,28;2,82
NC;L1;202602;2.0TD;140174;4932;273,41;601,22;0;11,4;394,33;7,21
NC;L2;202602;RL.2;130874;2962;22,8;209,11;0;1,13;51,23;2,71
NC;L1;202602;2.0TD;281599;1201;63,19;173,64;0;4,2;89,04;2,21
NC;L1;202602;2.0TD;081580;2085;119,92;266,59;0;3,76;202,81;2,76
NC;L1;202602;2.0TD;390699;3516;260,33;504,4;0;13,28;358,47;6,1
NC;L2;202602;RL.1;031409;11060;238,79;783,03;0;22,29;259,33;11,45
NC;L1;202602;2.0TD;030839;1469;115,67;202,68;0;5,86;111,39;3,1
NC;L2;202602;RL.1;310500;1570;17,15;152,15;0;2,32;33,42;2,04
NC;L1;202602;2.0TD;080462;5929;437,43;826,08;0;20,58;462,87;12,01
NC;L1;202602;2.0TD;094347;1295;111,55;182,87;0;5,49;143,16;2,27
NC;L2;202602;RL.2;010091;34887;252,6;2878,44;0;14,85;617,53;37,72
NC;L1;202602;2.0TD;471147;2504;132,87;377,77;0;7,47;226,66;4,24
NC;L1;202602;2.0TD;410401;7142;261,26;930,31;0;12,39;482,65;10,63
NC;L1;202602;2.0TD;240690;0;22,93;0;0;1,68;49,83;00000000000000-0,4
NC;L1;202602;2.0TD;310364;217;66,2;27,02;0;4;88,46;0,07
NC;L1;202602;2.0TD;360031;4616;294,43;655,74;0;17,43;488,71;6,92
NC;L1;202602;2.0TD;311424;1710;197,23;271,33;0;11,19;284,03;2,77
NC;L1;202602;2.0TD;190061;657;115,46;118,91;0;7,85;161,1;1,1
NC;L1;202602;2.0TD;251826;2397;69,07;349,04;0;3,15;118,21;4,5
NC;L1;202602;2.0TD;110393;4806;224,17;656,81;0;13,66;424,95;6,83
NC;L1;202602;2.0TD;240845;59;11,61;11,3;0;0,83;9,66;0,2
NC;L1;202602;2.0TD;462573;1027;85,11;151,99;0;4,33;116,16;1,81
NC;L1;202602;2.0TD;410634;649;25,38;78,64;0;0,83;34,1;1,05
NC;L1;202602;2.0TD;451856;1812;207,86;312,09;0;12,72;307,8;3,18
NC;L1;202602;2.0TD;490104;564;44,58;96,24;0;2,61;95,26;0,68
NC;L1;202602;2.0TD;051630;2190;169,55;312;0;10,04;177,70;4,57
NC;L1;202602;2.0TD;270018;353;56,74;47,93;0;3,32;68;0,55
NC;L1;202602;2.0TD;241302;116;42,11;15,64;0;2,61;44,87;0,18
NC;L1;202602;2.0TD;372395;41;24,5;8,5;0;1,88;36,64;0000000000000-0,06
NC;L1;202602;2.0TD;460057;3726;250,13;590,98;0;13,18;300,83;8,09
NC;L1;202602;2.0TD;371725;143;26,98;28,28;0;2,43;40,67;0,22
NC;L1;202602;2.0TD;310673;1265;107,32;229,37;0;7,95;216,12;1,8
NC;L1;202602;2.0TD;300079;4971;268,02;678,08;0;12,93;446,8;7,49
NC;L1;202602;2.0TD;400313;983;127,37;163,14;0;6,5;169,71;1,82
NC;L1;202602;2.0TD;300102;851;57,9;100,74;0;2,75;67,84;1,36
NC;L1;202602;2.0TD;461810;8278;725,13;1150,83;0;33,39;924,57;14,28
NC;L2;202602;RL.1;081803;4046;56,82;291,72;0;5,72;84,6;3,97
NC;L1;202602;2.0TD;280908;4749;276,81;712,94;0;15,19;517,46;7,09
NC;L1;202602;2.0TD;371605;195;26,51;25,13;0;1,68;31,97;0,29
NC;L1;202602;2.0TD;210340;274;13,67;27,67;0;0,77;20,26;0,32
NC;L1;202602;2.0TD;311304;472;46,73;92,81;0;2,43;96,89;0,64
NC;L2;202602;RL.2;330352;70839;505,27;5028,69;0;30,77;1264,33;64,03
NC;L1;202602;2.0TD;480813;2238;233,25;391,24;0;13,32;346,3;4,17
NC;L1;202602;2.0TD;450190;3446;244,08;482,67;0;11,94;385,31;5,12
NC;L2;202602;RL.2;200586;10084;107,64;1017,67;0;6,08;196,83;13,92
NC;L1;202602;2.0TD;120056;5394;445,6;825,01;0;20,02;625,37;9,67
NC;L1;202602;2.0TD;210353;5309;295,99;727,07;0;16,39;455,9;8,5
NC;L1;202602;2.0TD;451072;1828;162,08;254,12;0;8,28;235,78;2,71
NC;L2;202602;RL.1;030942;428;8,24;50,96;0;1,15;11,16;0,72
NC;L1;202602;2.0TD;450670;1004;83,87;149,6;0;5,04;137,73;1,44
NC;L2;202602;RL.2;080765;9274;65,88;667,43;0;3,63;161,18;8,58
NC;L1;202602;2.0TD;360530;1558;63,12;209,75;0;3,66;108,58;2,47
NC;L2;202602;RL.1;430167;226;14,75;16,42;0;1,3;8,62;0,34
NC;L1;202602;2.0TD;320283;1;27,72;0,2;0;2,55;50,19;0000000000000-0,33
NC;L1;202602;2.0TD;360617;2684;67,79;350,2;0;2,86;147,48;4,07
NC;L1;202602;2.0TD;189115;6433;282,4;825,27;0;13,27;558,14;8,25
NC;L1;202602;2.0TD;252430;2706;261,6;350,17;0;9,81;292,31;4,79
NC;L2;202602;RL.1;261256;1796;25,75;213,84;0;3,48;41,61;2,97
NC;L1;202602;2.0TD;451409;1796;40,77;216,61;0;1,59;108,97;2,23
NC;L1;202602;2.0TD;341821;2038;112,7;246,24;0;6,06;212,97;2,19
NC;L1;202602;2.0TD;460023;661;49,01;103,93;0;2,63;101,4;0,78
NC;L1;202602;2.0TD;080386;1979;98,38;239,86;0;4,08;113,96;3,36
NC;L1;202602;2.0TD;390572;490;99,74;81,89;0;6,64;83,09;1,47
NC;L1;202602;2.0TD;370613;3;19,4;0,44;0;1,71;48,43;0000000000000-0,43
NC;L1;202602;2.0TD;341467;0;10,76;0;0;0,8;5,22;0,08
NC;L1;202602;2.0TD;410785;1608;102,25;226,62;0;6,52;147,56;2,7
NC;L1;202602;2.0TD;370384;420;68,45;57,7;0;4,31;114,11;0,18
NC;L1;202602;2.0TD;081265;2928;205,13;405,86;0;8,85;264,1;5,2
NC;L1;202602;2.0TD;251370;4273;310,58;581,97;0;13,95;430,85;6,92
NC;L1;202602;2.0TD;130988;1026;85,81;147,59;0;4,98;106,77;1,89
NC;L1;202602;2.0TD;120995;348;69,96;56,52;0;3,32;51,25;1,13
